2018-08-14 14:49:34,b'BIRMINGHAM  ENGLAND',"b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 14:48:20,b'Mars ',b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 14:46:48,"b'Los Angeles, CA'",b'#KanyeWest revealed he would smash all four of his sisters-in-law \xf0\x9f\xa4\xa8 What was your last most inappropriate thought?\xe2\x80\xa6 https://t.co/8pAVg44qo6'
2018-08-14 14:46:41,"b'Mankato, MN'","b""RT @MrGoldsmine: Kanye West Defends His Support for Trump on 'Kimmel': 'Liberals Can't Bully Me' #KanyeWest #Trump #JimmyKimmel (via JustJa\xe2\x80\xa6"""
2018-08-14 14:46:04,b'Some where with Adam \xe2\x9d\xa4\xef\xb8\x8f',b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 14:44:10,"b'Los Angeles, CA'",b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 14:44:08,"b'\xc3\x9cT: 41.034064,-73.754605'","b'#kanyewest somewhere like \xe2\x80\x98AHHHHHHHHHHHHHH\xe2\x80\x99. @Drake #jayz @ Detroit, Michigan https://t.co/j9usmyYUyu'"
2018-08-14 14:42:39,b'',"b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 14:42:08,"b'Los Angeles, CA'",b'#KanyeWest revealed he would smash all four of his sisters-in-law \xf0\x9f\xa4\xa8 What was your last most inappropriate thought?\xe2\x80\xa6 https://t.co/qCE7dYGumA'
2018-08-14 14:40:40,"b'New York, USA'",b'@kanyewest Tides of darkness #KanyeWest'
2018-08-14 14:36:40,"b'Milwaukee, Wisconsin '",b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 14:32:02,"b'Antioquia Department, Colombia'",b'RT @Real923LA: #KanyeWest revealed he would smash all four of his sisters-in-law \xf0\x9f\xa4\xa8 What was your most inappropriate thought? 866.246.8923 #\xe2\x80\xa6'
2018-08-14 14:31:50,b'North Carolina',"b'#TuesdayThoughts #KanyeWest was lies about as opening statements by the very masculine, uncouth Wendy who claims he\xe2\x80\xa6 https://t.co/bvj2QL8d1I'"
2018-08-14 14:31:36,"b'Los Angeles, CA'",b'#KanyeWest revealed he would smash all four of his sisters-in-law \xf0\x9f\xa4\xa8 What was your most inappropriate thought? 866.2\xe2\x80\xa6 https://t.co/aPBcD1DtiE'
2018-08-14 14:31:32,b'',"b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 14:29:10,"b'London, England'","b'#hot97\xe2\x80\x99s #laurastylez goes in on #kanyewest, and sis has a few words for #jimmykimmel too \xf0\x9f\x91\x80 https://t.co/3AdJsPpXOy'"
2018-08-14 14:27:55,b'UKC',b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 14:21:29,b'Trump Town NC ',"b""RT @OANN: Kanye: Liberals Can't Bully Me https://t.co/vR3Nd0PhWf via @YouTube #KanyeWest #OANN"""
2018-08-14 14:18:21,"b'Toronto,Canada'","b'\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94 dear world, just for a second, can we really embrace the genius that is #KanyeWest..?\n.\n.\nAre these facts or\xe2\x80\xa6 https://t.co/xA9j5WkxfR'"
2018-08-14 14:17:53,b'',b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 14:17:43,"b'New Lexington, OH'","b'RT @sunnyherring1: ""Omarosa""=Pathological Liar \nREAD Below (Thread)&gt;NO TAPES Says Producer of Apprentice!\n\n#Millennials #Millennial #NAACP\xe2\x80\xa6'"
2018-08-14 14:16:12,"b'Port Elizabeth, SA'",b'Find you next car on https://t.co/mdwEj5fmbD #sabcnews #Ramaphosa #SafeSchools #raw #farmlist #slikouronlife #MTN8\xe2\x80\xa6 https://t.co/mpiQy7IMsT'
2018-08-14 14:15:48,"b'Provo, UT'",b'RT @TheGoldWaterUS: Trump Posts Appreciation Tweet to Kanye West for Supporting Him\n #MAGA #KeepAmericaGreat! #Trump #KanyeWest #NFL #Trump\xe2\x80\xa6'
2018-08-14 14:13:12,b'',"b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 14:08:26,b'',b'RT @WhereistheBuzz: #KanyeWest still treats women the same even after having daughters. He also admits he still watches #pornhub.\n\n\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xe2\x80\xa6'
2018-08-14 13:59:34,b'Worldwide ',b'@rytterK @RealAlexJones I BE ON by PC314 produced by MIRAKAL https://t.co/ZRXMDM0LFj \xe2\x9c\x94 #YouTube #NowPlaying #hiphop\xe2\x80\xa6 https://t.co/Fe7GzH5IX6'
2018-08-14 13:59:16,b'Worldwide ',b'@Rappatatas I BE ON by PC314 produced by MIRAKAL https://t.co/ZRXMDM0LFj \xe2\x9c\x94 #YouTube #NowPlaying #hiphop #rapper\xe2\x80\xa6 https://t.co/KwbgngrlTu'
2018-08-14 13:59:07,b'Worldwide ',b'@clicheclicks @JOONSMIND @marielovestae I BE ON by PC314 produced by MIRAKAL https://t.co/ZRXMDM0LFj \xe2\x9c\x94 #YouTube\xe2\x80\xa6 https://t.co/cMGf5emjJR'
2018-08-14 13:58:32,"b'Norman, OK'","b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 13:58:26,"b'STLOUIS,FERGUSON'",b'@nutellily26 I BE ON by PC314 produced by MIRAKAL https://t.co/hxEvk6y8wA \xe2\x9c\x94 #YouTube #NowPlaying #hiphop #rapper\xe2\x80\xa6 https://t.co/9EcfelN72M'
2018-08-14 13:57:57,"b'STLOUIS,FERGUSON'",b'@SelfcareTr29 I BE ON by PC314 produced by MIRAKAL https://t.co/hxEvk6y8wA \xe2\x9c\x94 #YouTube #NowPlaying #hiphop #rapper\xe2\x80\xa6 https://t.co/8W2GWyjY73'
2018-08-14 13:57:44,"b'STLOUIS,FERGUSON'",b'@THEDURAGJEDI I BE ON by PC314 produced by MIRAKAL https://t.co/hxEvk6y8wA \xe2\x9c\x94 #YouTube #NowPlaying #hiphop #rapper\xe2\x80\xa6 https://t.co/oYzFxA5frS'
2018-08-14 13:55:51,b'South Africa',b'RT @WhereistheBuzz: #northwest asked #kimkardashian why she is famous.\n\nListen to #kimk response on Big Boy in the Neighborhood.\n\n#khloekar\xe2\x80\xa6'
2018-08-14 13:51:36,b'soflo & chapel hill',b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 13:50:04,"b'Broome, Western Australia'",b'RT @NewPettyLevel: Nicki Minaj\xe2\x80\x99s \xe2\x80\x9c#CocoChanel\xe2\x80\x9d feat. #FoxyBrown is named Worst New Track on the #QueenAlbum -\xf0\x9f\x94\x95 #NickiMinaj #duppy best frie\xe2\x80\xa6'
2018-08-14 13:48:22,"b'New York, USA'",b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 13:46:55,"b'Somewhere, USA'","b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 13:43:07,b'USA',"b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 13:41:33,b'Essex',"b'RT @RadioEssex: ""Everything I\'m not made me everything I am."" - Kanye West #QuoteOfTheDay #Essex #Radio #KanyeWest https://t.co/5KiP1h6z9o'"
2018-08-14 13:40:02,b'Essex',"b'""Everything I\'m not made me everything I am."" - Kanye West #QuoteOfTheDay #Essex #Radio #KanyeWest https://t.co/5KiP1h6z9o'"
2018-08-14 13:40:00,b'United States',"b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 13:39:03,b'',b'RT @RealCequalsRN: Kylie Jenner Celebrates 21st Birthday With a Star-Studded Party [PHOTOS] #KylieJenner21stBirthday #KylieJenner #Kardashi\xe2\x80\xa6'
2018-08-14 13:39:00,b'',"b""RT @RealCequalsRN: President Trump Thanks Kanye West After Kimmel Show: 'He is willing to tell the TRUTH' [VIDEO] #KanyeWest #JimmyKimmel #\xe2\x80\xa6"""
2018-08-14 13:38:10,"b'Pensacola, Florida'","b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 13:37:42,b'',b'I can hear @PUSHA_T &amp; @kanyewest on this beat I made. Who can you hear on it? #rappers #rap #rapper #rapping #trap\xe2\x80\xa6 https://t.co/cCLZ7D5bkE'
2018-08-14 13:36:31,b'',"b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 13:35:48,b'The Old Line State ',"b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 13:35:06,b'NEW YORK',b'This scares the shit out of niggas who hate real niggas! https://t.co/oikpxtafWz #rap #rappers #hiphop #lebronjames\xe2\x80\xa6 https://t.co/1wKogeduaV'
2018-08-14 13:33:58,"b'New Orleans, LA'","b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 13:31:24,b'United States of America',"b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 13:31:15,"b'Canoas, Brasil'",b'Rare moment \xf0\x9f\x98\x81 #KanyeWest https://t.co/EKmI60Kw3B'
2018-08-14 13:30:54,b'\xf0\x9f\x8e\x9a\xe2\x99\xa5\xef\xb8\x8fOneNationUnderGod\xe2\x99\xa5\xef\xb8\x8f\xf0\x9f\x8e\x9a',"b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 13:26:57,b'   ',b'RT @GQAustralia: .@Pornhub Just Gave #KanyeWest A Free Lifetime Membership... https://t.co/dqX347N6pj https://t.co/cgSvySnVUb'
2018-08-14 13:26:26,"b'New Orleans, LA'",b'RT @CEOHaize: Get your #TuesdayMotivation as @CEOHaize discusses the #KanyeWest interview on #JimmyKimmelLive + The #FamilySeparation Crisi\xe2\x80\xa6'
2018-08-14 13:26:14,b'QJREALTYGROUP.COM',"b""#KanyeWest makes a song about sex fantasies with his wife's sisters &amp; you think he's back\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94 https://t.co/zkwUvwNDNf"""
2018-08-14 13:20:40,b'',"b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 13:20:30,b'',b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 13:19:24,b'Where the free stuff is.',b'RT @CEOHaize: Get your #TuesdayMotivation as @CEOHaize discusses the #KanyeWest interview on #JimmyKimmelLive + The #FamilySeparation Crisi\xe2\x80\xa6'
2018-08-14 13:18:12,b'The Throne \xf0\x9f\x91\x91 ',b'Get your #TuesdayMotivation as @CEOHaize discusses the #KanyeWest interview on #JimmyKimmelLive + The\xe2\x80\xa6 https://t.co/gChBrVEdI7'
2018-08-14 13:14:23,b'Toronto',"b""RT @vubblePOP: Watch Jimmy Kimmel's full interview with Kanye West https://t.co/pOpS0QQZ6O via @JimmyKimmelLive @kanyewest ht @york24_7 #Ka\xe2\x80\xa6"""
2018-08-14 13:13:49,b'Parts Unknown',b'RT @AwakenedSoulPod: The Podcast returns this week as @CEOHaize discusses the #KanyeWest interview on #JimmyKimmelLive + The #FamilySeparat\xe2\x80\xa6'
2018-08-14 13:13:41,b'im anywhere in caribbean/USA',b'@RealCandaceO @realDonaldTrump is impacting the world more than any human alive-- #KanyeWest is having an impact on\xe2\x80\xa6 https://t.co/DgeRJVCghO'
2018-08-14 13:10:09,b'i was raised in a sandbox',b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 13:09:56,b'',"b'RT @WorldLatin: #CardiB \xf0\x9f\x87\xa9\xf0\x9f\x87\xb4 , #KimKardashian ,  #KrisJenner &amp; #KanyeWest Chilling Late Night \xf0\x9f\x98\x80\xf0\x9f\x98\x83\xf0\x9f\x98\x84 #WORLDLATINSTAR.com https://t.co/JEPth8WKFC'"
2018-08-14 13:08:58,b'',b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 13:08:03,"b""siya's heart""",b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 13:07:07,"b'Florida, USA'","b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 13:06:49,"b'Arizona, USA'","b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 13:02:41,"b'Miami, FL'",b'Haha they got his crazy ass good. #shade #Kanyewest #interview https://t.co/Rqi79yvspo'
2018-08-14 13:01:40,b'The Billionaire Trumps the Community Organizer Every Time! ',b'RT @GeoWashPundit: Kanye totally DESTROYS  #JimmyKimmel in JUST 4 WORDS:\n\n\xe2\x80\x9cLiberals can\xe2\x80\x99t bully me\xe2\x80\x9d \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n\n#Yeezy #KanyeWest  https://t.co/5S\xe2\x80\xa6'
2018-08-14 12:52:42,b'',"b""RT @yoncedaily1: They're obviously waiting for Kim and Kanye to attend one of their shows \xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\n#OTRII #DETROIT #Queen #BeyHive #Beyhive2k18A\xe2\x80\xa6"""
2018-08-14 12:51:08,"b'Johannesburg, South Africa'","b""RT @Gcina108: He is incoherent AF.\nI didn't understand a thing he said!\nAnd don't like that he tries too hard to sound deep... \n\n#KanyeWest\xe2\x80\xa6"""
2018-08-14 12:50:07,b'Kuwait',b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 12:48:13,"b'Greater Accra, Ghana'",b'RT @WhereistheBuzz: #northwest asked #kimkardashian why she is famous.\n\nListen to #kimk response on Big Boy in the Neighborhood.\n\n#khloekar\xe2\x80\xa6'
2018-08-14 12:48:13,"b'Los Angeles, CA'",b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 12:45:46,b'',"b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 12:43:52,b'',b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 12:43:25,b'South Carolina',"b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 12:39:48,b'',b'RT @AwakenedSoulPod: The Podcast returns this week as @CEOHaize discusses the #KanyeWest interview on #JimmyKimmelLive + The #FamilySeparat\xe2\x80\xa6'
2018-08-14 12:39:06,b'Tema',b'RT @WhereistheBuzz: #northwest asked #kimkardashian why she is famous.\n\nListen to #kimk response on Big Boy in the Neighborhood.\n\n#khloekar\xe2\x80\xa6'
2018-08-14 12:38:51,b'',b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 12:37:44,b'',b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 12:37:43,"b'Texas, USA'","b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 12:37:36,b'',"b""RT @yoncedaily1: They're obviously waiting for Kim and Kanye to attend one of their shows \xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\n#OTRII #DETROIT #Queen #BeyHive #Beyhive2k18A\xe2\x80\xa6"""
2018-08-14 12:36:01,"b'Hollywood, Los Angeles'","b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 12:35:05,b'United States',"b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 12:32:57,b'United States',"b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
2018-08-14 12:30:22,"b'Phoenix, AZ'",b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 12:22:07,b'On your forehead',b'RT @ChecoKicks: #KanyeWest tries to stand up for trump and #JimmyKimmel shuts em up with facts. \xf0\x9f\x94\xa5 https://t.co/9h1SZn9coT'
2018-08-14 12:21:03,"b'houston,tx'",b'Listen to Amazing by Karma Keyz #np on #SoundCloud\nhttps://t.co/5z8qx8g2bw\n#SoundCloud  #Beats  #musicproducer\xe2\x80\xa6 https://t.co/va6XIjS3Nk'
2018-08-14 12:17:42,b'',"b'RT @WORLDMUSICAWARD: #BTS tops the Billboard Social chart for an 86th week\xf0\x9f\x91\x8f1\xe2\x83\xa3\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x91\x91\n#NCT shoots 9 - 2, #LouisTomlinson holds at 3, #KanyeWest\xe2\x80\xa6'"
2018-08-14 12:16:36,"b'Texas, USA'","b""RT @AnnaApp91838450: Let's Rock &amp; Roll Show \nKanye Patriot Luv/Support\nKeep This Going \xf0\x9f\x99\x8fHate \nFilled Hollywood/Corrupt\nMedia/Lying Democrat\xe2\x80\xa6"""
